scene_id,date,platform,product_type,instrument_mode,polarizations,orbit_state,bbox,center_lat,center_lon
S1A_IW_GRDH_1SDV_20190627T114959_20190627T115024_027865_032557_C482_COG,2019-06-27 11:49:59.976101+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[91.604164, 29.999718, 94.589828, 31.915485]",30.957601500000003,93.096996
S1A_IW_GRDH_1SDV_20190627T132708_20190627T132737_027866_03255F_F002_COG,2019-06-27 13:27:08.045075+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[68.08345, 24.159883, 70.94191, 26.329983]",25.244933,69.51267999999999
S1A_IW_GRDH_1SDV_20190627T235427_20190627T235452_027872_03258C_02D2_COG,2019-06-27 23:54:27.611307+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[89.46785, 28.045938, 92.377617, 29.963497]",29.0047175,90.9227335
S1A_IW_GRDH_1SDV_20190628T122958_20190628T123023_027880_0325CA_AD36_COG,2019-06-28 12:29:58.378120+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[82.191986, 25.747173, 85.045395, 27.672695]",26.709934,83.6186905
S1A_IW_GRDH_1SDV_20190628T123113_20190628T123138_027880_0325CA_3DAE_COG,2019-06-28 12:31:13.378760+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[81.267426, 30.28504, 84.249672, 32.197979]",31.2415095,82.758549
S1A_IW_GRDH_1SDV_20190629T131133_20190629T131202_027895_032637_3AC9_COG,2019-06-29 13:11:33.426127+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[71.507309, 27.339048, 74.446411, 29.501461]",28.4202545,72.97686
S1A_IW_GRDH_1SDV_20190629T233621_20190629T233646_027901_032663_E8C3_COG,2019-06-29 23:36:21.466206+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[94.756958, 34.009499, 97.837959, 35.908234]",34.9588665,96.2974585
S1A_IW_GRDH_1SDV_20190630T121341_20190630T121406_027909_03269F_1DAB_COG,2019-06-30 12:13:41.373070+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[86.25071, 26.365509, 89.045845, 28.304264]",27.3348865,87.6482775
S1A_IW_GRDH_1SDV_20190728T234407_20190728T234432_028324_033347_7B67_COG,2019-07-28 23:44:07.202027+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[93.074997, 35.798363, 96.235687, 37.695667]",36.747015000000005,94.655342
S1A_IW_GRDH_1SDV_20190729T122239_20190729T122304_028332_033383_D8A8_COG,2019-07-29 12:22:39.335418+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[83.631714, 28.941309, 86.572273, 30.859642]",29.9004755,85.10199349999999
S1A_IW_GRDH_1SDV_20190730T002742_20190730T002807_028339_0333C1_4814_COG,2019-07-30 00:27:42.047655+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[81.143875, 26.971992, 83.918602, 28.900629]",27.9363105,82.5312385
S1A_IW_GRDH_1SDV_20190730T002857_20190730T002922_028339_0333C1_103F_COG,2019-07-30 00:28:57.048394+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[80.259521, 22.446222, 83.008858, 24.37285]",23.409536,81.6341895
S1A_IW_GRDH_1SDV_20190730T003217_20190730T003242_028339_0333C1_E90F_COG,2019-07-30 00:32:17.047372+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[77.915375, 10.354844, 80.49601, 12.312263]",11.3335535,79.2056925
S1A_IW_GRDH_1SDV_20190730T003242_20190730T003307_028339_0333C1_5C7D_COG,2019-07-30 00:32:42.047621+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[77.616173, 8.842493, 80.185661, 10.803944]",9.8232185,78.90091699999999
S1A_IW_GRDH_1SDV_20190730T233043_20190730T233108_028353_033432_0422_COG,2019-07-30 23:30:43.382319+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[95.078476, 24.722651, 97.888519, 26.649498]",25.6860745,96.4834975
S1A_IW_GRDH_1SDV_20190730T233248_20190730T233313_028353_033432_AB51_COG,2019-07-30 23:32:48.381540+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[93.624001, 17.170441, 96.298744, 19.11466]",18.1425505,94.9613725
S1A_IW_GRDH_1SDV_20190731T010616_20190731T010641_028354_033437_84C7_COG,2019-07-31 01:06:16.977566+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[72.569847, 36.245861, 75.775101, 38.149132]",37.1974965,74.172474
S1A_IW_GRDH_1SDV_20190731T120741_20190731T120806_028361_03346D_D8D7_COG,2019-07-31 12:07:41.009775+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[86.504051, 34.30619, 89.644493, 36.214291]",35.2602405,88.07427200000001
S1A_IW_GRDH_1SDV_20190829T011830_20190829T011855_028777_034264_5B49_COG,2019-08-29 01:18:30.385259+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[67.773659, 21.885662, 70.548553, 23.820641]",22.8531515,69.16110599999999
S1A_IW_GRDH_1SDV_20190830T001844_20190830T001909_028791_0342DE_C0A0_COG,2019-08-30 00:18:44.929679+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[83.650459, 29.713724, 86.575569, 31.622299]",30.6680115,85.11301399999999
S1A_IW_GRDH_1SDV_20190830T001959_20190830T002024_028791_0342DE_55C0_COG,2019-08-30 00:19:59.930664+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[82.855042, 25.174841, 85.657494, 27.095608]",26.1352245,84.256268
S1A_IW_GRDH_1SDV_20190830T124906_20190830T124935_028799_03432B_8C71_COG,2019-08-30 12:49:06.896525+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[80.213722, 5.408676, 82.794281, 7.620292]",6.514484,81.5040015
S1A_IW_GRDH_1SDV_20190831T115451_20190831T115516_028813_0343A4_1DFD_COG,2019-08-31 11:54:51.177739+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[92.162476, 17.519377, 94.868759, 19.466475]",18.492926,93.5156175
S1A_IW_GRDH_1SDV_20190831T115516_20190831T115541_028813_0343A4_7291_COG,2019-08-31 11:55:16.178518+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[91.847519, 19.030306, 94.576584, 20.973732]",20.002019,93.2120515
S1A_IW_GRDH_1SDV_20190831T115746_20190831T115811_028813_0343A4_DE1B_COG,2019-08-31 11:57:46.178721+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[89.976593, 28.099636, 92.900581, 30.020554]",29.060095,91.438587
S1A_IW_GRDH_1SDV_20190927T122447_20190927T122512_029207_03512E_161B_COG,2019-09-27 12:24:47.519642+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[81.794563, 36.463833, 85.045914, 38.364227]",37.41403,83.4202385
S1A_IW_GRDH_1SDV_20190928T002626_20190928T002655_029214_035175_A808_COG,2019-09-28 00:26:26.225449+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[81.945854, 31.507814, 84.978226, 33.656452]",32.582133,83.46204
S1A_IW_GRDH_1SDV_20190928T002720_20190928T002745_029214_035175_859E_COG,2019-09-28 00:27:20.244924+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[81.363708, 28.492601, 84.243637, 30.406488]",29.4495445,82.8036725
S1A_IW_GRDH_1SDV_20190928T002925_20190928T002950_029214_035175_96A1_COG,2019-09-28 00:29:25.244209+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[79.970535, 20.93549, 82.683975, 22.866957]",21.9012235,81.32725500000001
S1A_IW_GRDH_1SDV_20190928T130420_20190928T130445_029222_0351C1_5735_COG,2019-09-28 13:04:20.661293+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[72.864365, 30.708361, 75.839378, 32.621159]",31.66476,74.3518715
S1A_IW_GRDH_1SDV_20190928T232931_20190928T232956_029228_0351F9_D5DC_COG,2019-09-28 23:29:31.573481+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[95.897026, 29.257673, 98.824486, 31.173304]",30.2154885,97.360756
S1A_IW_GRDH_1SDV_20190928T233136_20190928T233201_029228_0351F9_9D85_COG,2019-09-28 23:31:36.572423+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[94.490746, 21.704189, 97.243805, 23.636873]",22.670531,95.8672755
S1A_IW_GRDH_1SDV_20190929T010825_20190929T010850_029229_035203_5717_COG,2019-09-29 01:08:25.167577+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[71.152153, 28.704536, 74.090652, 30.624077]",29.6643065,72.6214025
S1A_IW_GRDH_1SDV_20190929T010940_20190929T011005_029229_035203_511F_COG,2019-09-29 01:09:40.167338+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[70.273376, 24.179415, 73.095558, 26.108789]",25.144102,71.684467
S1A_IW_GRDH_1SDV_20190929T011055_20190929T011120_029229_035203_01FE_COG,2019-09-29 01:10:55.167070+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[69.395752, 19.61438, 72.131889, 21.589533]",20.6019565,70.76382050000001
S1A_IW_GRDH_1SDV_20190929T120359_20190929T120424_029236_035242_5AD0_COG,2019-09-29 12:03:59.185374+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[89.43457, 20.720472, 92.196991, 22.660217]",21.6903445,90.8157805
S1A_IW_GRDH_1SDV_20190929T120539_20190929T120604_029236_035242_BCB2_COG,2019-09-29 12:05:39.185128+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[88.212875, 26.759487, 91.040451, 28.695341]",27.727414,89.62666300000001
S1A_IW_GRDH_1SDV_20190929T120654_20190929T120719_029236_035242_59D8_COG,2019-09-29 12:06:54.185308+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[87.2062, 31.294119, 90.232719, 33.208748]",32.2514335,88.7194595
S1A_IW_GRDH_1SDV_20190929T120809_20190929T120834_029236_035242_0294_COG,2019-09-29 12:08:09.185471+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[86.132446, 35.809891, 89.336342, 37.715168]",36.7625295,87.73439400000001
S1A_IW_GRDH_1SDV_20190930T001334_20190930T001359_029243_035286_1DAF_COG,2019-09-30 00:13:34.862882+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[83.651787, 18.699951, 86.333801, 20.636925]",19.668438,84.992794
S1A_IW_GRDH_1SDV_20190930T001701_20190930T001736_029243_035287_5606_COG,2019-09-30 00:17:01.138812+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[81.097656, 5.602118, 83.760239, 8.190214]",6.896165999999999,82.42894749999999
S1A_IW_GRDH_1SDV_20190930T124626_20190930T124655_029251_0352D2_A0E2_COG,2019-09-30 12:46:26.573389+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[78.085587, 25.479553, 80.982315, 27.64653]",26.5630415,79.533951
S1A_IW_GRDH_1SDV_20190930T124655_20190930T124720_029251_0352D2_D06B_COG,2019-09-30 12:46:55.596772+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[77.754639, 27.230354, 80.640297, 29.151707]",28.1910305,79.197468
S1A_IW_GRDH_1SDV_20190930T124900_20190930T124925_029251_0352D2_C9C8_COG,2019-09-30 12:49:00.597809+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[76.107048, 34.774582, 79.229385, 36.680359]",35.7274705,77.6682165
S1A_IW_GRDH_1SDV_20191029T125002_20191029T125022_029674_036160_984A_COG,2019-10-29 12:50:02.292793+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[79.649437, 8.677302, 82.140137, 10.330306]",9.503804,80.89478700000001
S1A_IW_GRDH_1SDV_20191029T232507_20191029T232532_029680_036193_88D3_COG,2019-10-29 23:25:07.674407+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[95.332275, 15.370103, 97.983803, 17.318535]",16.344319,96.658039
S1A_IW_GRDH_1SDV_20191029T232532_20191029T232600_029680_036193_063D_COG,2019-10-29 23:25:32.674411+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[95.000725, 13.668005, 97.672508, 15.810497]",14.739251,96.3366165
S1A_IW_GRDH_1SDV_20191030T010148_20191030T010213_029681_036199_1FB9_COG,2019-10-30 01:01:48.163126+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[72.073601, 22.870165, 74.868637, 24.804382]",23.8372735,73.471119
S1A_IW_GRDH_1SDV_20191030T115747_20191030T115812_029688_0361D8_86EB_COG,2019-10-30 11:57:47.491956+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[89.975746, 28.099443, 92.900192, 30.020538]",29.0599905,91.437969
S1A_IW_GRDH_1SDV_20191031T000150_20191031T000215_029695_036215_A4DC_COG,2019-10-31 00:01:50.101532+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[88.076706, 31.451725, 91.075386, 33.364853]",32.408289,89.57604599999999
S1A_IW_GRDH_1SDV_20191031T000240_20191031T000305_029695_036215_F9BA_COG,2019-10-31 00:02:40.100952+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[87.482956, 28.438759, 90.397392, 30.356527]",29.397643,88.940174
S1A_IW_GRDH_1SDV_20191031T000445_20191031T000510_029695_036215_07B3_COG,2019-10-31 00:04:45.101718+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[86.103699, 20.879251, 88.85006, 22.815344]",21.8472975,87.4768795
S1A_IW_GRDH_1SDV_20191031T000510_20191031T000538_029695_036215_126E_COG,2019-10-31 00:05:10.102140+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[85.771065, 19.157721, 88.531586, 21.308493]",20.233107,87.1513255
S1A_IW_GRDH_1SDV_20191031T123846_20191031T123911_029703_03625E_5F22_COG,2019-10-31 12:38:46.820827+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[79.756691, 27.528847, 82.642029, 29.452591]",28.490719,81.19936
S1A_IW_GRDH_1SDV_20191031T123911_20191031T123936_029703_03625E_B52B_COG,2019-10-31 12:39:11.820774+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[79.478264, 29.038919, 82.36235, 30.96524]",30.0020795,80.92030700000001
S1A_IW_GRDH_1SDV_20191031T124001_20191031T124026_029703_03625E_01BA_COG,2019-10-31 12:40:01.820662+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",,"[78.797707, 32.063053, 81.835579, 33.973198]",33.0181255,80.316643
S1A_IW_GRDH_1SDV_20200502T115958_20200502T120027_032386_03BFDD_E023_COG,2020-05-02 11:59:58.770224+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[92.369514, 6.289451, 94.959473, 8.497175]",7.393313,93.6644935
S1A_IW_GRDH_1SDV_20200502T120422_20200502T120447_032386_03BFDE_4758_COG,2020-05-02 12:04:22.424657+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[89.113792, 22.230373, 91.906097, 24.166441]",23.198407,90.5099445
S1A_IW_GRDH_1SDV_20200503T000948_20200503T001013_032393_03C021_CDDF_COG,2020-05-03 00:09:48.096813+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[86.209229, 32.292339, 89.209549, 34.19907]",33.2457045,87.70938899999999
S1A_IW_GRDH_1SDV_20200504T005638_20200504T005701_032408_03C0A7_134A_COG,2020-05-04 00:56:38.488046+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[72.014168, 11.761304, 74.58931, 13.59505]",12.678177000000002,73.301739
S1A_IW_GRDH_1SDV_20200505T123116_20200505T123141_032430_03C166_56C7_COG,2020-05-05 12:31:16.865833+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[81.267853, 30.284906, 84.250122, 32.197937]",31.2414215,82.7589875
S1A_IW_GRDH_1SDV_20200507T121459_20200507T121524_032459_03C246_BE82_COG,2020-05-07 12:14:59.737962+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[85.238739, 30.901169, 88.24205, 32.816658]",31.8589135,86.74039450000001
S1A_IW_GRDH_1SDV_20200508T002057_20200508T002122_032466_03C281_FDD3_COG,2020-05-08 00:20:57.994111+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[82.170845, 21.656977, 84.891182, 23.587029]",22.622003,83.5310135
S1A_IW_GRDH_1SDV_20200508T002237_20200508T002307_032466_03C281_00AA_COG,2020-05-08 00:22:37.993562+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[80.951057, 15.338022, 83.637177, 17.5564]",16.447211,82.294117
S1A_IW_GRDH_1SDV_20200511T004243_20200511T004312_032510_03C3DB_54BE_COG,2020-05-11 00:42:43.801347+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[77.938026, 32.021225, 80.988907, 34.169872]",33.0955485,79.4634665
S1A_IW_GRDH_1SDV_20200511T114216_20200511T114241_032517_03C416_40C9_COG,2020-05-11 11:42:16.931144+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[93.306229, 31.609106, 96.324303, 33.52269]",32.565898,94.815266
S1A_IW_GRDH_1SDV_20200512T122216_20200512T122241_032532_03C489_0CE8_COG,2020-05-12 12:22:16.348709+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[83.963242, 27.419689, 86.785751, 29.354698]",28.3871935,85.37449649999999
S1A_IW_GRDH_1SDV_20200514T120028_20200514T120053_032561_03C570_8F73_COG,2020-05-14 12:00:28.460926+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[92.059166, 8.045013, 94.608192, 10.005513]",9.025263,93.333679
S1A_IW_GRDH_1SDV_20200520T125709_20200520T125734_032649_03C810_E60C_COG,2020-05-20 12:57:09.569024+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[74.091423, 34.536148, 77.201469, 36.441933]",35.4890405,75.646446
S1A_IW_GRDH_1SDV_20200524T122357_20200524T122422_032707_03C9D8_7BA5_COG,2020-05-24 12:23:57.119623+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[82.590103, 33.460361, 85.685432, 35.369038]",34.4146995,84.1377675
S1A_IW_GRDH_1SDV_20200525T003110_20200525T003135_032714_03CA18_4FAD_COG,2020-05-25 00:31:10.360794+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[78.741371, 14.557372, 81.360695, 16.503651]",15.5305115,80.051033
S1A_IW_GRDH_1SDV_20200602T005955_20200602T010020_032831_03CD82_4513_COG,2020-06-02 00:59:55.300533+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[73.440445, 29.675261, 76.366417, 31.587736]",30.6314985,74.903431
S1A_IW_GRDH_1SDV_20200602T010340_20200602T010355_032831_03CD82_0B0A_COG,2020-06-02 01:03:40.300457+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[70.917938, 16.659721, 73.449554, 18.032215]",17.345968,72.18374600000001
S1A_IW_GRDH_1SDV_20200602T115902_20200602T115927_032838_03CDB6_DD44_COG,2020-06-02 11:59:02.453630+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[88.956665, 32.621132, 92.025497, 34.532608]",33.57687,90.491081
S1A_IW_GRDH_1SDV_20200607T011005_20200607T011030_032904_03CFBA_E696_COG,2020-06-07 01:10:05.436309+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[69.986168, 22.669495, 72.771423, 24.602827]",23.636161,71.3787955
S1A_IW_GRDH_1SDV_20200609T005111_20200609T005136_032933_03D094_2047_COG,2020-06-09 00:51:11.354647+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[75.763878, 31.534878, 78.761673, 33.452915]",32.4938965,77.2627755
S1A_IW_GRDH_1SDV_20200609T132713_20200609T132742_032941_03D0CB_0808_COG,2020-06-09 13:27:13.805425+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[68.083961, 24.159405, 70.942406, 26.329918]",25.2446615,69.5131835
S1A_IW_GRDH_1SDV_20200611T131258_20200611T131323_032970_03D1A4_8005_COG,2020-06-11 13:12:58.192401+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[70.508102, 32.103043, 73.511818, 34.017029]",33.060036,72.00996
S1A_IW_GRDH_1SDV_20200613T002240_20200613T002309_032991_03D249_8D98_COG,2020-06-13 00:22:40.337184+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[80.950562, 15.337752, 83.63665, 17.556396]",16.447074,82.29360600000001
S1A_IW_GRDH_1SDV_20200613T002532_20200613T002558_032991_03D24A_00F2_COG,2020-06-13 00:25:32.709247+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[78.951279, 5.16056, 81.478455, 7.157577]",6.1590685,80.214867
S1A_IW_GRDH_1SDV_20200618T002841_20200618T002906_033064_03D488_6E21_COG,2020-06-18 00:28:41.754498+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[80.487083, 23.623056, 83.264465, 25.54587]",24.584463,81.875774
S1A_IW_GRDH_1SDV_20200619T120655_20200619T120720_033086_03D533_45F6_COG,2020-06-19 12:06:55.259674+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[87.206848, 31.294083, 90.23304, 33.20866]",32.251371500000005,88.719944
S1A_IW_GRDH_1SDV_20200621T114621_20200621T114646_033115_03D612_FDD7_COG,2020-06-21 11:46:21.466157+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[94.455879, 16.401432, 97.140846, 18.351664]",17.376548,95.7983625
S1A_IW_GRDH_1SDV_20200630T002932_20200630T002957_033239_03D9DA_F972_COG,2020-06-30 00:29:32.318382+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[79.908195, 20.602484, 82.617699, 22.533741]",21.5681125,81.262947
S1A_IW_GRDH_1SDV_20200701T011056_20200701T011122_033254_03DA51_A703_COG,2020-07-01 01:10:56.708142+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[69.397224, 19.615307, 72.132889, 21.589436]",20.6023715,70.7650565
S1A_IW_GRDH_1SDV_20200703T115121_20200703T115146_033290_03DB63_672A_COG,2020-07-03 11:51:21.961083+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[90.574303, 34.518879, 93.709984, 36.426735]",35.472807,92.1421435
S1A_IW_GRDH_1SDV_20200703T132744_20200703T132809_033291_03DB6A_0EC0_COG,2020-07-03 13:27:44.058292+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[67.755379, 25.911934, 70.603867, 27.835342]",26.873638,69.17962299999999
S1A_IW_GRDH_1SDV_20200703T235639_20200703T235704_033297_03DB97_84CB_COG,2020-07-03 23:56:39.597247+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[88.085564, 20.486174, 90.823456, 22.423071]",21.4546225,89.45451
S1A_IW_GRDH_1SDV_20200705T234103_20200705T234131_033326_03DC71_46F8_COG,2020-07-05 23:41:03.436608+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[91.567551, 17.185881, 94.29052, 19.340614]",18.2632475,92.9290355
S1A_IW_GRDH_1SDV_20200707T002126_20200707T002151_033341_03DCEA_5948_COG,2020-07-07 00:21:26.583811+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[81.87471, 20.147354, 84.579315, 22.07893]",21.113142,83.2270125
S1A_IW_GRDH_1SDV_20200709T000307_20200709T000332_033370_03DDC1_47B7_COG,2020-07-09 00:03:07.164685+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[87.236191, 26.922779, 90.06752, 28.851162]",27.8869705,88.65185550000001
S1A_IW_GRDH_1SDV_20200710T132205_20200710T132230_033393_03DE7D_4050_COG,2020-07-10 13:22:05.602863+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[67.682625, 35.248489, 70.875687, 37.146595]",36.197542,69.279156
S1A_IW_GRDH_1SDV_20200712T003253_20200712T003318_033414_03DF2A_46F0_COG,2020-07-12 00:32:53.057366+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[77.55204, 8.508907, 80.117653, 10.470861]",9.489884,78.8348465
S1A_IW_GRDH_1SDV_20200715T115057_20200715T115122_033465_03E0BA_842E_COG,2020-07-15 11:50:57.678769+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[90.927559, 33.013134, 94.004517, 34.924164]",33.968649,92.466038
S1A_IW_GRDH_1SDV_20200720T115545_20200720T115610_033538_03E2E4_894C_COG,2020-07-20 11:55:45.392696+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[91.529335, 20.540882, 94.285202, 22.480564]",21.510723,92.9072685
S1A_IW_GRDH_1SDV_20200720T115905_20200720T115930_033538_03E2E4_BCFB_COG,2020-07-20 11:59:05.392818+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[88.956429, 32.62122, 92.025269, 34.532764]",33.576992000000004,90.490849
S1A_IW_GRDH_1SDV_20200730T011835_20200730T011900_033677_03E731_C52E_COG,2020-07-30 01:18:35.432207+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[67.772758, 21.885725, 70.547554, 23.820631]",22.853178,69.160156
S1A_IW_GRDH_1SDV_20200731T002103_20200731T002128_033691_03E7A4_19D2_COG,2020-07-31 00:21:03.225986+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",descending,"[82.169296, 21.65679, 84.889565, 23.586912]",22.621851,83.5294305
S1A_IW_GRDH_1SDV_20200802T123940_20200802T124005_033728_03E8C0_857C_COG,2020-08-02 12:39:40.512923+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[79.146698, 30.555435, 82.123985, 32.470207]",31.512821,80.63534150000001
S1A_IW_GRDH_1SDV_20200804T122336_20200804T122401_033757_03E9A2_54CF_COG,2020-08-04 12:23:36.322772+00:00,sentinel-1a,IW_GRDH_1S,IW,"['VV', 'VH']",ascending,"[82.943977, 31.95413, 85.980324, 33.866459]",32.9102945,84.4621505
